case_id,system,status,hamiltonian_path,integral_data_path,metadata_path,hamiltonian_sha256,integral_sha256,point_count,qubits,active_electrons,active_spatial_orbitals,charge,spin,basis,reference_energy_hartree,reference_converged,source_case_id
fe2s2_chan30e20o_historical_rhf_cas8e6o_point0,BenchmarkQC,current,systems/fe2s2_chan30e20o_historical_rhf_cas8e6o_point0/hamiltonian.npz,systems/fe2s2_chan30e20o_historical_rhf_cas8e6o_point0/inputs/source_integrals.npz,systems/fe2s2_chan30e20o_historical_rhf_cas8e6o_point0/metadata.json,d338d03ed1fa9b7dbd059fe0b91b41d141338a2b8497e8ed538b80561f4685fb,e6836f05bf67fc7ba09de96a0b396987008bbc130171625b548c4e927326fd3f,1,12,8,6,,0,inherited from checksum-pinned Li-Chan FCIDUMP; AO basis not encoded,-116.15857228045772,,
fe2s2_chan30e20o_vi66_rhf_nested_cas8e8o_point0,BenchmarkQC,current,systems/fe2s2_chan30e20o_vi66_rhf_nested_cas8e8o_point0/hamiltonian.npz,systems/fe2s2_chan30e20o_vi66_rhf_nested_cas8e8o_point0/inputs/source_integrals.npz,systems/fe2s2_chan30e20o_vi66_rhf_nested_cas8e8o_point0/metadata.json,c4e5e32a8377111af3f8b50ea16c832ce6295d0caeb2457196559792c73f6411,6671351f0546e50c859a0151763c01c9b13f186fc71a4e327eb7594124da2db0,1,16,8,8,,0,inherited from checksum-pinned Li-Chan FCIDUMP; AO basis not encoded,-116.16151636450809,,
feh_cas9e10o_augccpvtzdk_sfx2c_equilibrium_r1p5680,BenchmarkQC,reconstructed-si,systems/feh_cas9e10o_augccpvtzdk_sfx2c_equilibrium_r1p5680/hamiltonian.npz,systems/feh_cas9e10o_augccpvtzdk_sfx2c_equilibrium_r1p5680/inputs/source_integrals.npz,systems/feh_cas9e10o_augccpvtzdk_sfx2c_equilibrium_r1p5680/metadata.json,af68d0eee80c2162a1eb88f0a9f805175c8a1013126731097bdef05e41686ce8,799b479f93741fcc30d08a303476c5899055a335415f14c9e7607d28fe63fbc6,1,20,9,10,,3,aug-cc-pVTZ-DK; SF-X2C-1e,-1271.891370939278,,
feh_cas9e10o_augccpvtzdk_sfx2c_stretched_r2p3000,BenchmarkQC,reconstructed-si,systems/feh_cas9e10o_augccpvtzdk_sfx2c_stretched_r2p3000/hamiltonian.npz,systems/feh_cas9e10o_augccpvtzdk_sfx2c_stretched_r2p3000/inputs/source_integrals.npz,systems/feh_cas9e10o_augccpvtzdk_sfx2c_stretched_r2p3000/metadata.json,f7cf0774dfd907a215e8912dcfd2c2c2779ad8bc6e7f8e4770e58890d1c19e2c,199c5e0e01c7de917f0ad3c2b05f4054e6c8cb5ddc2a6a8ec3722a9ed966ec5e,1,20,9,10,,3,aug-cc-pVTZ-DK; SF-X2C-1e,-1271.8774476006429,,
fes_anorccmb_cas6e6o_r1p8260,BenchmarkQC,existing,systems/fes_anorccmb_cas6e6o_r1p8260/hamiltonian.npz,systems/fes_anorccmb_cas6e6o_r1p8260/inputs/source_integrals.npz,systems/fes_anorccmb_cas6e6o_r1p8260/metadata.json,d927f0533783287db424880b9e39b6714c18f65817cb13425ae979e368ecfd0c,e628e91a9cd9d6ad79afa3b49ffc5a32adcaabdd6ea1a465cd0c8727c9614ab8,1,12,6,6,,4,ANO-RCC-MB,-1655.373599804053,,
fes_anorccmb_cas6e6o_r2p0000,BenchmarkQC,existing,systems/fes_anorccmb_cas6e6o_r2p0000/hamiltonian.npz,systems/fes_anorccmb_cas6e6o_r2p0000/inputs/source_integrals.npz,systems/fes_anorccmb_cas6e6o_r2p0000/metadata.json,65eb0650433a0c57cc33fd7d1158a0bda9e31c1d532b8c88e40df15d93801ed2,70a2ca91177945035da6cef9a353f54619e97a2fc0ab6aec5b94567437e670d7,1,12,6,6,,4,ANO-RCC-MB,-1655.4241139492565,,
fes_anorccmb_cas6e6o_r2p2000,BenchmarkQC,existing,systems/fes_anorccmb_cas6e6o_r2p2000/hamiltonian.npz,systems/fes_anorccmb_cas6e6o_r2p2000/inputs/source_integrals.npz,systems/fes_anorccmb_cas6e6o_r2p2000/metadata.json,2cefb700792ecf6f4910afee81fe4f57a25cf138a122cc5f8af4198fb08e4657,398888ac71f9483941d42ff1cd619e398aa2dc94d62ff6bac3252365a9b2ac0b,1,12,6,6,,4,ANO-RCC-MB,-1655.4574094107952,,
fes_anorccmb_cas6e6o_r2p4000,BenchmarkQC,existing,systems/fes_anorccmb_cas6e6o_r2p4000/hamiltonian.npz,systems/fes_anorccmb_cas6e6o_r2p4000/inputs/source_integrals.npz,systems/fes_anorccmb_cas6e6o_r2p4000/metadata.json,73b4d2a4731d1b331ba4bad7778f7ed7a1ca9e6590d0d76f3fc16e037d25e85b,9c6393bb5f9a1cc088a036bafbf3802a4e0dcb4f3a945f9be8cc10659ebde7d6,1,12,6,6,,4,ANO-RCC-MB,-1655.4648532711371,,
fes_anorccmb_cas6e6o_r2p6000,BenchmarkQC,existing,systems/fes_anorccmb_cas6e6o_r2p6000/hamiltonian.npz,systems/fes_anorccmb_cas6e6o_r2p6000/inputs/source_integrals.npz,systems/fes_anorccmb_cas6e6o_r2p6000/metadata.json,f3ceeb697ec755e540a81cdd6b2eb8d93dec8e4f903d916305f32847823269f7,6b99f13df04ab8a63595968b8b241b1bb36b1ce59e18007fd990c5c76aa29c9e,1,12,6,6,,4,ANO-RCC-MB,-1655.460250114289,,
fes_anorccmb_cas6e6o_r2p8000,BenchmarkQC,existing,systems/fes_anorccmb_cas6e6o_r2p8000/hamiltonian.npz,systems/fes_anorccmb_cas6e6o_r2p8000/inputs/source_integrals.npz,systems/fes_anorccmb_cas6e6o_r2p8000/metadata.json,225ac07f0b2b0dcc79a6331ab73c6b0befafdf62127c4342d3f8beab8571fa5d,e462fb7c88b45de5789924d8df8be32ee31ea79397723410812a0b0ad9ba3570,1,12,6,6,,4,ANO-RCC-MB,-1655.4485848090662,,
fes_anorccmb_cas6e6o_r3p0000,BenchmarkQC,existing,systems/fes_anorccmb_cas6e6o_r3p0000/hamiltonian.npz,systems/fes_anorccmb_cas6e6o_r3p0000/inputs/source_integrals.npz,systems/fes_anorccmb_cas6e6o_r3p0000/metadata.json,94fcfd33a533c1f9a1a2432d9f586cc9fcf24c1f30658e65f7f4e26dc5be1135,49f83cdc2c02436ac38a717164123d1945e2f0bfa1bb3dbe110f9a7976e1d27a,1,12,6,6,,4,ANO-RCC-MB,-1655.4345794739536,,
fes_anorccmb_cas6e6o_r3p2000,BenchmarkQC,existing,systems/fes_anorccmb_cas6e6o_r3p2000/hamiltonian.npz,systems/fes_anorccmb_cas6e6o_r3p2000/inputs/source_integrals.npz,systems/fes_anorccmb_cas6e6o_r3p2000/metadata.json,ec0541ecfac77d780407580f1a3634fe9668eedb1bdbc790d1e2800dc721c7fb,953509cb48794c7a251509fda52793894dba6742605fce6682974750ff3b0091,1,12,6,6,,4,ANO-RCC-MB,-1655.421743886867,,
fes_anorccmb_cas6e6o_r3p6000,BenchmarkQC,existing,systems/fes_anorccmb_cas6e6o_r3p6000/hamiltonian.npz,systems/fes_anorccmb_cas6e6o_r3p6000/inputs/source_integrals.npz,systems/fes_anorccmb_cas6e6o_r3p6000/metadata.json,302eb5561adbe108b476ea17951cd8fefed9f4246f8662fdf089bcca3deb5a43,74dff5b5826f02454c2c53c580801020de3fa837f3bf958cbc54ed8b8d41a4e5,1,12,6,6,,4,ANO-RCC-MB,-1655.423921416679,,
fes_anorccmb_cas6e6o_r3p7000,BenchmarkQC,existing,systems/fes_anorccmb_cas6e6o_r3p7000/hamiltonian.npz,systems/fes_anorccmb_cas6e6o_r3p7000/inputs/source_integrals.npz,systems/fes_anorccmb_cas6e6o_r3p7000/metadata.json,1897f5512132d6d02c1d1e3d6fb553dd7612f76d818b4d7db2e880cd5d74cc54,36091c8d2f8326ad13b45c57055c6ee9b1d9267cc5f9146923a4867ffae7296c,1,12,6,6,,4,ANO-RCC-MB,-1655.4259477193232,,
fes_anorccmb_cas6e6o_r4p0000,BenchmarkQC,existing,systems/fes_anorccmb_cas6e6o_r4p0000/hamiltonian.npz,systems/fes_anorccmb_cas6e6o_r4p0000/inputs/source_integrals.npz,systems/fes_anorccmb_cas6e6o_r4p0000/metadata.json,9ff35d5113b27a4414cff1fdd5ad0a5416a18e030d9b4fb9d386044292fe87ec,995c38f3d683a0d66267c2cb6df7b64e9dce8933f20988308985591ee778e5ae,1,12,6,6,,4,ANO-RCC-MB,-1655.4300216149663,,
fes_anorccmb_cas6e6o_r4p2000,BenchmarkQC,existing,systems/fes_anorccmb_cas6e6o_r4p2000/hamiltonian.npz,systems/fes_anorccmb_cas6e6o_r4p2000/inputs/source_integrals.npz,systems/fes_anorccmb_cas6e6o_r4p2000/metadata.json,ef07026b84e070ffb6d02d6e96f121174200d55e0836385fd6b8f94c8e2e50af,904fe13d588721edfdf976f40a3c0ccc175d68b585801f0266a8af2d772a98e2,1,12,6,6,,4,ANO-RCC-MB,-1655.4296386391854,,
fes_anorccmb_cas6e6o_r4p5000,BenchmarkQC,existing,systems/fes_anorccmb_cas6e6o_r4p5000/hamiltonian.npz,systems/fes_anorccmb_cas6e6o_r4p5000/inputs/source_integrals.npz,systems/fes_anorccmb_cas6e6o_r4p5000/metadata.json,ccd5849b5ef214bb7da83606974ceb9851858a9e42d7fabed0b3aa3e95ee2b97,72f162efcdbfebdf39eabfcf31379a0ecd7c1f526225ba56b3042942090cbf26,1,12,6,6,,4,ANO-RCC-MB,-1655.4310596350235,,
fes_anorccmb_cas6e6o_r4p8000,BenchmarkQC,existing,systems/fes_anorccmb_cas6e6o_r4p8000/hamiltonian.npz,systems/fes_anorccmb_cas6e6o_r4p8000/inputs/source_integrals.npz,systems/fes_anorccmb_cas6e6o_r4p8000/metadata.json,f6156b63613f8536454f83b1ffe3c74560e5afc16b033f5f6c827ab7bdad9c74,70b206709e09ec14d66a4eea7af606a724e9f39d24eda0aef2052d4983281736,1,12,6,6,,4,ANO-RCC-MB,-1655.4312797419961,,
fes_cas14e10o_anorccvdzp_sfx2c_equilibrium_r2p0170,BenchmarkQC,reconstructed-si,systems/fes_cas14e10o_anorccvdzp_sfx2c_equilibrium_r2p0170/hamiltonian.npz,systems/fes_cas14e10o_anorccvdzp_sfx2c_equilibrium_r2p0170/inputs/source_integrals.npz,systems/fes_cas14e10o_anorccvdzp_sfx2c_equilibrium_r2p0170/metadata.json,404e91aa656bf09f4406730f1fa8eb08a28656ccfedb917e3cabd493c497e7d0,d97c0c014d60193fc5fc57ff1c08bc78bb9345853fcda763d96ffff996f9576f,1,20,14,10,,4,ANO-RCC-VDZP; SF-X2C-1e,-1669.9551860647196,,
fes_cas14e10o_anorccvdzp_sfx2c_stretched_r3p0000,BenchmarkQC,reconstructed-si,systems/fes_cas14e10o_anorccvdzp_sfx2c_stretched_r3p0000/hamiltonian.npz,systems/fes_cas14e10o_anorccvdzp_sfx2c_stretched_r3p0000/inputs/source_integrals.npz,systems/fes_cas14e10o_anorccvdzp_sfx2c_stretched_r3p0000/metadata.json,8f9afe5cfa3aa8564d70a5533b78f3d27cea74a57b0628ca77484252dbeb5710,1dfa98d7b9f193e2a7b643231035515de6f819ddabf57ec57e70040fb843934b,1,20,14,10,,4,ANO-RCC-VDZP; SF-X2C-1e,-1669.944898829754,,
n2_ccpvdz_cas10e8o_canonical_r1p0977,BenchmarkQC,current-control,systems/n2_ccpvdz_cas10e8o_canonical_r1p0977/hamiltonian.npz,systems/n2_ccpvdz_cas10e8o_canonical_r1p0977/inputs/source_integrals.npz,systems/n2_ccpvdz_cas10e8o_canonical_r1p0977/metadata.json,b847a54ef5fc7fea39c25c5b2006ab88920b169adafe552800426524288a6e91,ac539f022f151095f9631b0df4aaa6090de92e3ab4cf761400f6c628d2d396c6,1,16,10,8,,0,cc-pVDZ,-109.03438038143877,,
n2_ccpvdz_cas10e8o_canonical_r2p0000,BenchmarkQC,current-control,systems/n2_ccpvdz_cas10e8o_canonical_r2p0000/hamiltonian.npz,systems/n2_ccpvdz_cas10e8o_canonical_r2p0000/inputs/source_integrals.npz,systems/n2_ccpvdz_cas10e8o_canonical_r2p0000/metadata.json,cb910101909459b723d02cfb9ddfc461bd1a8c3ba2dd8c134357569973c63608,486c9dd7e7896d8193c4d757ce0d75d5b81466d1c5e87cfd62853fe8b24e474e,1,16,10,8,,0,cc-pVDZ,-108.75697642204275,,
n2_ccpvdz_cas10e8o_casci_natural_orbitals_r1p0977,BenchmarkQC,current,systems/n2_ccpvdz_cas10e8o_casci_natural_orbitals_r1p0977/hamiltonian.npz,systems/n2_ccpvdz_cas10e8o_casci_natural_orbitals_r1p0977/inputs/source_integrals.npz,systems/n2_ccpvdz_cas10e8o_casci_natural_orbitals_r1p0977/metadata.json,91c1bd6c249203bbc29b4ed876fd963e3f1a06118705614be1cb0ca4540dbf01,50df766462244b22c64bfe2da191817dca077d80f29bdc78b539a1183dd27e31,1,16,10,8,,0,cc-pVDZ,-109.03438038143884,,
n2_ccpvdz_cas10e8o_casci_natural_orbitals_r2p0000,BenchmarkQC,current,systems/n2_ccpvdz_cas10e8o_casci_natural_orbitals_r2p0000/hamiltonian.npz,systems/n2_ccpvdz_cas10e8o_casci_natural_orbitals_r2p0000/inputs/source_integrals.npz,systems/n2_ccpvdz_cas10e8o_casci_natural_orbitals_r2p0000/metadata.json,0e5a04cbe24a290690c11efb39f7226f29e807df71361de6235bab03bfa0bb97,fa6d3cbe015055311736ff0232671c3f191c76fdae6a840dfedaa472e5a51335,1,16,10,8,,0,cc-pVDZ,-108.7569764220421,,
n2_sto6g_cas4e4o_historical_r0p8000,BenchmarkQC,historical,systems/n2_sto6g_cas4e4o_historical_r0p8000/hamiltonian.npz,systems/n2_sto6g_cas4e4o_historical_r0p8000/inputs/source_integrals.npz,systems/n2_sto6g_cas4e4o_historical_r0p8000/metadata.json,79f0a0ff4344e8dd1d3a6f8f3d1e5606dbe4aa5830162dd75ba72e8463349398,bc7086519a6e8c1c4fea0a53bb9b798d914b201cc7244a8ebaa81abf5ba8808d,1,8,4,4,,0,STO-6G,-107.79193467397278,,
n2_sto6g_cas4e4o_historical_r1p0000,BenchmarkQC,historical,systems/n2_sto6g_cas4e4o_historical_r1p0000/hamiltonian.npz,systems/n2_sto6g_cas4e4o_historical_r1p0000/inputs/source_integrals.npz,systems/n2_sto6g_cas4e4o_historical_r1p0000/metadata.json,5d6b0e7bb0b7f07bfab919be4c302cb68dacec363b603a5035d7095fc5c6bdd0,ff94d151fa9f840db3b706791c689b52b8224c07df16abf9850de306195e4f5d,1,8,4,4,,0,STO-6G,-108.54782787003145,,
n2_sto6g_cas4e4o_historical_r1p2000,BenchmarkQC,historical,systems/n2_sto6g_cas4e4o_historical_r1p2000/hamiltonian.npz,systems/n2_sto6g_cas4e4o_historical_r1p2000/inputs/source_integrals.npz,systems/n2_sto6g_cas4e4o_historical_r1p2000/metadata.json,b751120a13498811a8607756a3b5d414eef7cc45af913137eda4cf8deafbe0b4,e615242739c54da9bfd4e3d9dda7fc58b075e0c33bc5b5284d38bdfe6b5dc923,1,8,4,4,,0,STO-6G,-108.66443033527713,,
n2_sto6g_cas4e4o_historical_r1p4000,BenchmarkQC,historical,systems/n2_sto6g_cas4e4o_historical_r1p4000/hamiltonian.npz,systems/n2_sto6g_cas4e4o_historical_r1p4000/inputs/source_integrals.npz,systems/n2_sto6g_cas4e4o_historical_r1p4000/metadata.json,9fc99fbf57414c93195b07768a64325e3fb51ca440ff477d32faa870ad8c8cef,872cc55bcfc697a6e1870b2b5d09eb529ab8de33bf64231779ac11a6e85f2ca0,1,8,4,4,,0,STO-6G,-108.59978166970491,,
n2_sto6g_cas4e4o_historical_r1p6000,BenchmarkQC,historical,systems/n2_sto6g_cas4e4o_historical_r1p6000/hamiltonian.npz,systems/n2_sto6g_cas4e4o_historical_r1p6000/inputs/source_integrals.npz,systems/n2_sto6g_cas4e4o_historical_r1p6000/metadata.json,1a8e6e17528247e8c079bad081c87db5b65f29851209fdd720566b23c76be3ef,d16b24b0bdc236f5604d88627e7e04dfdae527f4c4bd9970f4c10159a9c496ef,1,8,4,4,,0,STO-6G,-108.50932737763677,,
n2_sto6g_cas4e4o_historical_r1p8000,BenchmarkQC,historical,systems/n2_sto6g_cas4e4o_historical_r1p8000/hamiltonian.npz,systems/n2_sto6g_cas4e4o_historical_r1p8000/inputs/source_integrals.npz,systems/n2_sto6g_cas4e4o_historical_r1p8000/metadata.json,bb3aa2636fbe1017697159a0bdd4e6fdb08862fe1c872ab8e2c4752fb828543c,439ee499bbbec5e0c90382e5e745f3e32623098bb08f7d2ac6335fe1109229fa,1,8,4,4,,0,STO-6G,-108.43212865493233,,
n2_sto6g_cas4e4o_historical_r2p0000,BenchmarkQC,historical,systems/n2_sto6g_cas4e4o_historical_r2p0000/hamiltonian.npz,systems/n2_sto6g_cas4e4o_historical_r2p0000/inputs/source_integrals.npz,systems/n2_sto6g_cas4e4o_historical_r2p0000/metadata.json,e8c9b15795d29331ef762bfeff6f6edf9a9da9e3d88616f3518cd6ba89d6f60b,c7d25bd9483480ecd07b2aef1d820d62a5896ae09b44f063ec81df95d3265a48,1,8,4,4,,0,STO-6G,-108.36572506485682,,
n2_sto6g_cas4e4o_historical_r2p2000,BenchmarkQC,historical,systems/n2_sto6g_cas4e4o_historical_r2p2000/hamiltonian.npz,systems/n2_sto6g_cas4e4o_historical_r2p2000/inputs/source_integrals.npz,systems/n2_sto6g_cas4e4o_historical_r2p2000/metadata.json,d5ecac22b57ce46c08771556e97d3ffe92f38303d554313a7367bda92a7b7f60,d613e2fca2368951254bfa29e6581d95b28bd591e7ec4c93d41065a84888b0a3,1,8,4,4,,0,STO-6G,-108.30724918032749,,
n2_sto6g_cas4e4o_historical_r2p4000,BenchmarkQC,historical,systems/n2_sto6g_cas4e4o_historical_r2p4000/hamiltonian.npz,systems/n2_sto6g_cas4e4o_historical_r2p4000/inputs/source_integrals.npz,systems/n2_sto6g_cas4e4o_historical_r2p4000/metadata.json,70c4c69e9bb3e692d5d180d3b681782c8220fe4c8bf7c973aad1924b890e48b3,121f8466e347eded7803ffbc045185991ecf7f0319bf25ee567b40ec256d00c3,1,8,4,4,,0,STO-6G,-108.25724895423257,,
n2_sto6g_cas4e4o_historical_r2p6000,BenchmarkQC,historical,systems/n2_sto6g_cas4e4o_historical_r2p6000/hamiltonian.npz,systems/n2_sto6g_cas4e4o_historical_r2p6000/inputs/source_integrals.npz,systems/n2_sto6g_cas4e4o_historical_r2p6000/metadata.json,77aabfa7a80d31f8d520356e1718418ec0676368c12ebdd38c9c4343bf165144,3aac8f2083b756b098de0a4fe539dbd6179be83cf5c42bcd9a45f701cf968558,1,8,4,4,,0,STO-6G,-108.21638155919862,,
n2_sto6g_cas4e4o_historical_r2p8000,BenchmarkQC,historical,systems/n2_sto6g_cas4e4o_historical_r2p8000/hamiltonian.npz,systems/n2_sto6g_cas4e4o_historical_r2p8000/inputs/source_integrals.npz,systems/n2_sto6g_cas4e4o_historical_r2p8000/metadata.json,a8a4b2c8392659cd5082e80812935540e2d569d2e4c24bc536853b1b9d1f095e,a8eb7fd2b29351608c1f1243f54a17ec6c5dc9d4cc243a0fd09ad5fb5e785488,1,8,4,4,,0,STO-6G,-108.18437348193214,,
o2_cas12e8o_augccpvtz_equilibrium_r1p2075,BenchmarkQC,reconstructed-si,systems/o2_cas12e8o_augccpvtz_equilibrium_r1p2075/hamiltonian.npz,systems/o2_cas12e8o_augccpvtz_equilibrium_r1p2075/inputs/source_integrals.npz,systems/o2_cas12e8o_augccpvtz_equilibrium_r1p2075/metadata.json,4c5786dae665a205ed4bec7be9d2550bd12c17b3063b9277b1b04057a4f4ae85,9fcc33dcaee0e6135e08e798e169b8c4c2f51b41ae1062d838a6db81c48a764d,1,16,12,8,,2,aug-cc-pVTZ; nonrelativistic,-149.75701080939123,,
o2_cas12e8o_augccpvtz_stretched_r2p0000,BenchmarkQC,reconstructed-si,systems/o2_cas12e8o_augccpvtz_stretched_r2p0000/hamiltonian.npz,systems/o2_cas12e8o_augccpvtz_stretched_r2p0000/inputs/source_integrals.npz,systems/o2_cas12e8o_augccpvtz_stretched_r2p0000/metadata.json,bca30aacb94dd70b28a6d54f480b6bb70cd49f5b22fd5656a54aa02b2627c482,83dc476935fd33c7db7d47b84e1ce98cd089db17b5a56b1df3d8829e57f04f0a,1,16,12,8,,2,aug-cc-pVTZ; nonrelativistic,-149.6143039628574,,
u2_cas6e10o_anorccvdzp_sfx2c_equilibrium_r2p4300,BenchmarkQC,reconstructed-si,systems/u2_cas6e10o_anorccvdzp_sfx2c_equilibrium_r2p4300/hamiltonian.npz,systems/u2_cas6e10o_anorccvdzp_sfx2c_equilibrium_r2p4300/inputs/source_integrals.npz,systems/u2_cas6e10o_anorccvdzp_sfx2c_equilibrium_r2p4300/metadata.json,e8b25302baef94501a45f4a9fa18a07df90ee1430fde93128a5e9798b9a6343e,5aee7eb896d860cbbf1451a2ac4a058fb5b5d25877a02324924b5cc18c6aa399,1,20,6,10,,0,ANO-RCC-VDZP; SF-X2C-1e,-55957.17583824898,,
