case_id,system,status,hamiltonian_path,integral_data_path,metadata_path,hamiltonian_sha256,integral_sha256,point_count,qubits,active_electrons,active_spatial_orbitals,charge,spin,basis,reference_energy_hartree,reference_converged,source_case_id
FeO,MolVQE21,current-molvqe21-corrected,systems/FeO/hamiltonian.npz,systems/FeO/inputs/source_integrals.npz,systems/FeO/metadata.json,d4c1d2bb33743b6567c8ed1a4d4177fdf83be3f3c510bc2c6c0a3a9dbb22b49c,3b026289e3fd022dfb08144a6f4b27b6825efa0c21e9424dbf8b76088c65e981,1,18,12,9,0,4,def2-TZVP,-1337.2890177158818,True,FeO
H10_near_equi_sto3g_0,MolVQE21,current-molvqe21-corrected,systems/H10_near_equi_sto3g_0/hamiltonian.npz,systems/H10_near_equi_sto3g_0/inputs/source_integrals.npz,systems/H10_near_equi_sto3g_0/metadata.json,d91d8bea57c09950c80693766ff78d249cb6a8ffcd518671b972591c52ad4207,bb2a1a6c29a4558b0ea239d5819b731415bcea1a3f872219e791e98203c06bcb,1,20,10,10,0,0,sto-3g,-5.379954746006925,True,H10_near_equi_sto3g_0
H4_near_equi_sto3g_0,MolVQE21,current-molvqe21-corrected,systems/H4_near_equi_sto3g_0/hamiltonian.npz,systems/H4_near_equi_sto3g_0/inputs/source_integrals.npz,systems/H4_near_equi_sto3g_0/metadata.json,ee05ca628fe8ab0f53db94725b1b7e46209cd8209ff647beba98300ab28f3ee6,cf8230302e098c316c237fbc4d327764f882a206992a251b8d13219ba6a41f24,1,8,4,4,0,0,sto-3g,-2.1663874486420642,True,H4_near_equi_sto3g_0
H5_near_equi_sto3g_1,MolVQE21,current-molvqe21-corrected,systems/H5_near_equi_sto3g_1/hamiltonian.npz,systems/H5_near_equi_sto3g_1/inputs/source_integrals.npz,systems/H5_near_equi_sto3g_1/metadata.json,bd0875bb4ccc6654114c43063da0ba634b7ba00ceb204515791dbc8dd68c5207,00d6e9ed09a0d458fadf487a55d27fed380835522520ec30b5c38951ee1441cc,1,10,5,5,0,1,sto-3g,-2.654516968217046,True,H5_near_equi_sto3g_1
H6_near_equi_cc_pVTZ_0,MolVQE21,current-molvqe21-corrected,systems/H6_near_equi_cc_pVTZ_0/hamiltonian.npz,systems/H6_near_equi_cc_pVTZ_0/inputs/source_integrals.npz,systems/H6_near_equi_cc_pVTZ_0/metadata.json,e02378b0c70849c09cc79f50372fa3ec92ef401f576c59ed9e3c69a3fe3d0923,e8bf5a31a3e243d1e8fbad352da7fb9fd14892094782dd1b411818a685170ad8,1,12,6,6,0,0,cc-pVTZ,-3.3233897115681357,True,H6_near_equi_cc_pVTZ_0
H6_near_equi_cc_pVTZ_2,MolVQE21,current-molvqe21-corrected,systems/H6_near_equi_cc_pVTZ_2/hamiltonian.npz,systems/H6_near_equi_cc_pVTZ_2/inputs/source_integrals.npz,systems/H6_near_equi_cc_pVTZ_2/metadata.json,2dc5cb28788ad301c13f0268f37ca2ad604226df9cdfe94890c1de40ce42f5a8,b38bcb6c69b64db611bd023326cf97ee42c869557f76fc6c246cb4c28b4f2399,1,12,6,6,0,2,cc-pVTZ,-3.1849788446982403,True,H6_near_equi_cc_pVTZ_2
H6_near_equi_sto3g_0,MolVQE21,current-molvqe21-corrected,systems/H6_near_equi_sto3g_0/hamiltonian.npz,systems/H6_near_equi_sto3g_0/inputs/source_integrals.npz,systems/H6_near_equi_sto3g_0/metadata.json,a2ea458609177c61954f0447b986bacd52fe59b01bb6d586df83eeed59809c26,09a1281223d2cd6112f6ef03863000c35915f8dc467d07f46eccf89983bcb389,1,12,6,6,0,0,sto-3g,-3.2360662799002746,True,H6_near_equi_sto3g_0
H7_near_equi_sto3g_1,MolVQE21,current-molvqe21-corrected,systems/H7_near_equi_sto3g_1/hamiltonian.npz,systems/H7_near_equi_sto3g_1/inputs/source_integrals.npz,systems/H7_near_equi_sto3g_1/metadata.json,98ede9a1cd50340d3db64756b11fc5cee951535bbb080a9e82540569648d41cf,a67ec32351949bc5f665f3932cad371458998c5252bd8b0332508b12b45a632c,1,14,7,7,0,1,sto-3g,-3.735487532202722,True,H7_near_equi_sto3g_1
H8_near_equi_sto3g_0,MolVQE21,current-molvqe21-corrected,systems/H8_near_equi_sto3g_0/hamiltonian.npz,systems/H8_near_equi_sto3g_0/inputs/source_integrals.npz,systems/H8_near_equi_sto3g_0/metadata.json,5e8180419abe339dae18cd7b0bc73ae4221ff6fd64773eeb1594d66f464e4e37,c3a9d377e5189bf6ebb8a3bad34be9cb445649e18bab93566d8b54f92989b850,1,16,8,8,0,0,sto-3g,-4.307571602002263,True,H8_near_equi_sto3g_0
H9_near_equi_sto3g_1,MolVQE21,current-molvqe21-corrected,systems/H9_near_equi_sto3g_1/hamiltonian.npz,systems/H9_near_equi_sto3g_1/inputs/source_integrals.npz,systems/H9_near_equi_sto3g_1/metadata.json,55645accd1a216cf781350c3d13135191220dad31fa0b9acc8c9755b762875c6,0e329161204a366d3fdd6e33e9114bc99e029cfea0cb5bed00445b0d99ca042f,1,18,9,9,0,1,sto-3g,-4.814010787328446,True,H9_near_equi_sto3g_1
hexatriene_equi_cc_pVTZ_0,MolVQE21,current-molvqe21-corrected,systems/hexatriene_equi_cc_pVTZ_0/hamiltonian.npz,systems/hexatriene_equi_cc_pVTZ_0/inputs/source_integrals.npz,systems/hexatriene_equi_cc_pVTZ_0/metadata.json,be6180d553b0ff2bc75b7943571b96aadac0ae40eb400baae2dd8011b87d798b,82b409917f112b98ee4d642bf998f4c1678d1528c4496dc6f92e1a341ae24349,1,12,6,6,0,0,cc-pVTZ,-231.97262390092192,True,hexatriene_equi_cc_pVTZ_0
hexatriene_equi_cc_pVTZ_2,MolVQE21,current-molvqe21-corrected,systems/hexatriene_equi_cc_pVTZ_2/hamiltonian.npz,systems/hexatriene_equi_cc_pVTZ_2/inputs/source_integrals.npz,systems/hexatriene_equi_cc_pVTZ_2/metadata.json,e62c2d6410e744a515e6b498767b3aa100ed581c5f2bb63a228ecf399e211870,1187df0b3c1de1ad629296fd111a16706b2332b8547b464928996a7559d43e3f,1,12,6,6,0,2,cc-pVTZ,-231.86563211268842,True,hexatriene_equi_cc_pVTZ_2
m_Benzyne_equi_cc_pVTZ_0,MolVQE21,current-molvqe21-corrected,systems/m_Benzyne_equi_cc_pVTZ_0/hamiltonian.npz,systems/m_Benzyne_equi_cc_pVTZ_0/inputs/source_integrals.npz,systems/m_Benzyne_equi_cc_pVTZ_0/metadata.json,1e755e92e3fe4b5086d3302634e91aee2102f316ce4dd42550298675be452629,fe5ef9e9a1406eef33a64057ec46566d5d93666977286e984ba6d2c8a5abdfae,1,12,6,6,0,0,cc-pVTZ,-229.51416071303908,True,m_Benzyne_equi_cc_pVTZ_0
m_Benzyne_equi_cc_pVTZ_2,MolVQE21,current-molvqe21-corrected,systems/m_Benzyne_equi_cc_pVTZ_2/hamiltonian.npz,systems/m_Benzyne_equi_cc_pVTZ_2/inputs/source_integrals.npz,systems/m_Benzyne_equi_cc_pVTZ_2/metadata.json,a84baa695b5efd7f58ba175134d9f411b66dda365b4e9f81bd557234e5a94b24,5bc480a464e2380742b754c6c13eed801d59dfffac1cec6e9fcfe5587eb0f805,1,12,6,6,0,2,cc-pVTZ,-229.36969501815025,True,m_Benzyne_equi_cc_pVTZ_2
magnesium_porphyrin_ceo,MolVQE21,current-molvqe21-corrected,systems/magnesium_porphyrin_ceo/hamiltonian.npz,systems/magnesium_porphyrin_ceo/inputs/source_integrals.npz,systems/magnesium_porphyrin_ceo/metadata.json,b5a7e82507c3717f50fd891629aabef41afb40f50a7b4db1ca8226f9848cf87f,073f05c8eb1298ddf7e3b17601e2479dba90d9332b6ffed5fb36e82c05d74a97,1,8,4,4,0,0,def2-TZVP,-1182.2389641303378,True,magnesium_porphyrin_ceo
N2_equi_cc_pVTZ_0,MolVQE21,current-molvqe21-corrected,systems/N2_equi_cc_pVTZ_0/hamiltonian.npz,systems/N2_equi_cc_pVTZ_0/inputs/source_integrals.npz,systems/N2_equi_cc_pVTZ_0/metadata.json,72e50378d2781b6818c41d8f34b29ff7d7722efd587751e13505bf4f963c2a1b,203aa4d2ed94e454d5f3fd4c94bd452b1f1aec98957fe214a028d647bfd95d80,1,12,6,6,0,0,cc-pVTZ,-109.10013116577147,True,N2_equi_cc_pVTZ_0
N2_equi_cc_pVTZ_2,MolVQE21,current-molvqe21-corrected,systems/N2_equi_cc_pVTZ_2/hamiltonian.npz,systems/N2_equi_cc_pVTZ_2/inputs/source_integrals.npz,systems/N2_equi_cc_pVTZ_2/metadata.json,0aca491764cc08c4d916e4f6e6ff8c718c05a1965394a59f46e84a2d6e172ae6,a27c48509483b3181f75b6465323092c5b79f9d9f989c89f80bb050c8b2b293c,1,12,6,6,0,2,cc-pVTZ,-108.87152580012282,True,N2_equi_cc_pVTZ_2
